Time [d]	Ambient temperature in [C]	Gliding (2-day) average of outside temperature  in [C]	Sun elevation angle in [deg]	Sun azimuth angle in [deg]	Declination angle in [deg]	Global Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Diffuse Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Direct Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Room air temperature in [C]	Room radiant temperature in [C]	Operative temperature in [C]	Occupancy schedule based on presence of occupants in [---]. (1 room populated, 0 - empty)	Relative humidity in [%]	Ambient relative humidity in [%]	Absolute humidity in [kg(vapor)/m3(gas)]	Ambient absolute humidity in [kg(vapor)/m3(gas)]	Room air water content [kg(vapor)/kg(dry air)]	
7.875	-11.388	-4.46013	-44.932	292.486	-22.318	1	1	0	17.8143	17.8093	17.8118	0	0	0	0	0	0	
7.91667	-11.5473	-4.41843	-52.9891	309.791	-22.3128	1	1	0	17.6291	17.6245	17.6268	0	0	0	0	0	0	
7.95833	-11.7394	-4.35277	-58.926	332.363	-22.3076	1	1	0	17.4589	17.4546	17.4567	0	0	0	0	0	0	
8	-12.0961	-4.19377	-61.1931	0	-22.3024	1	1	0	17.2962	17.2921	17.2942	0	0	0	0	0	0	
8.04167	-12.5831	-4.14032	-58.9161	27.6337	-22.2972	0.33	0.33	0	17.1381	17.1341	17.1361	0	0	0	0	0	0	
8.08333	-13.1832	-4.86962	-52.9713	50.1939	-22.292	0.669906	0.669906	0	16.983	16.9791	16.981	0	0	0	0	0	0	
8.125	-13.594	-5.22345	-44.9077	67.4894	-22.2868	0.33	0.33	0	16.8302	16.8263	16.8282	0	0	0	0	0	0	
8.16667	-13.9367	-5.45977	-35.8451	81.3395	-22.2816	0	0	0	16.6791	16.6752	16.6771	0	0	0	0	0	0	
8.20833	-14.0294	-5.65254	-26.4502	93.3031	-22.2763	0	0	0	16.5294	16.5256	16.5275	0	0	0	0	0	0	
8.25	-14.198	-5.83983	-17.1566	104.42	-22.2711	0	0	0	16.3809	16.3771	16.379	0	0	0	0	0	0	
8.29167	-14.4409	-6.01383	-8.31058	115.394	-22.2658	0.5	0.5	0	16.2334	16.2297	16.2316	0	0	0	0	0	0	
8.33333	-14.6267	-6.07988	-0.248061	126.728	-22.2605	2.17278	2.17278	0	16.0878	16.0831	16.0855	0	0	0	0	0	0	
8.375	-14.9	-6.10246	6.66657	138.786	-22.2552	12.17	12.17	0	19.9119	17.2315	18.5717	0	0	0	0	0	0	
8.41667	-15.0261	-6.08429	12.0356	151.761	-22.2499	25.83	25.83	0	19.921	17.5162	18.7186	0	0	0	0	0	0	
8.45833	-14.3964	-6.03481	15.4655	165.609	-22.2446	47.3346	45.0043	2.33028	19.9272	17.7099	18.8185	0	0	0	0	0	0	
8.5	-13.3599	-6.02208	16.6515	180.001	-22.2392	63.66	60.33	3.33	19.932	17.862	18.897	0	0	0	0	0	0	
8.54167	-12.2344	-6.03143	15.4761	194.395	-22.2339	70.67	66.67	4	19.936	17.9879	18.962	0	0	0	0	0	0	
8.58333	-11.6233	-6.00424	12.0558	208.249	-22.2286	46.9945	46.9945	0	19.9394	18.0946	19.017	0	0	0	0	0	0	
8.625	-11.494	-5.99632	6.69521	221.231	-22.2232	27.17	27.17	0	19.9423	18.1861	19.0642	0	0	0	0	0	0	
8.66667	-11.664	-6.01325	-0.212241	233.298	-22.2178	9	9	0	19.9448	18.265	19.1049	0	0	0	0	0	0	
8.70833	-11.9282	-6.02286	-8.26842	244.642	-22.2124	1.82977	1.82977	0	19.947	18.3335	19.1402	0	0	0	0	0	0	
8.75	-12.174	-6.06593	-17.1084	255.626	-22.207	1	1	0	19.9489	18.3931	19.171	0	0	0	0	0	0	
8.79167	-12.3306	-6.12068	-26.3953	266.756	-22.2016	1.67	1.67	0	19.9453	18.4449	19.1951	0	0	0	0	0	0	
8.83333	-12.4679	-6.1563	-35.7818	278.734	-22.1962	0.999953	0.999953	0	17.8412	17.8337	17.8374	0	0	0	0	0	0	
8.875	-12.9421	-6.1724	-44.8328	292.598	-22.1908	0.83	0.83	0	17.5959	17.5904	17.5932	0	0	0	0	0	0	
8.91667	-13.1797	-6.15264	-52.8803	309.901	-22.1853	1	1	0	17.3946	17.3896	17.3921	0	0	0	0	0	0	
8.95833	-12.8202	-6.10913	-58.8047	332.44	-22.1799	1.83	1.83	0	17.21	17.2054	17.2077	0	0	0	0	0	0	
9	-12.1619	-5.98247	-61.0651	0	-22.1744	1.83	1.83	0	17.034	17.0295	17.0317	0	0	0	0	0	0	
9.04167	-11.6112	-5.93161	-58.7943	27.5558	-22.1689	2	2	0	16.8632	16.8588	16.861	0	0	0	0	0	0	
9.08333	-11.0787	-6.49752	-52.8616	50.0828	-22.1634	2	2	0	16.696	16.6918	16.6939	0	0	0	0	0	0	
9.125	-10.4299	-6.75421	-44.8072	67.3756	-22.1579	2	2	0	16.5317	16.5275	16.5296	0	0	0	0	0	0	
9.16667	-10.0003	-6.91046	-35.7493	81.2328	-22.1524	2	2	0	16.3696	16.3655	16.3675	0	0	0	0	0	0	
9.20833	-9.78057	-7.02928	-26.355	93.2053	-22.1469	2	2	0	16.2095	16.2054	16.2074	0	0	0	0	0	0	
9.25	-9.50196	-7.13997	-17.0589	104.331	-22.1414	2	2	0	16.051	16.047	16.049	0	0	0	0	0	0	
9.29167	-9.18816	-7.2354	-8.20787	115.313	-22.1358	1.83	1.83	0	15.8942	15.8902	15.8922	0	0	0	0	0	0	
9.33333	-8.95481	-7.24097	-0.138759	126.658	-22.1303	2.17134	2.17134	0	15.7411	15.7352	15.7382	0	0	0	0	0	0	
9.375	-8.81599	-7.20834	6.78331	138.727	-22.1247	7	7	0	19.9042	16.989	18.4466	0	0	0	0	0	0	
9.41667	-8.50117	-7.13943	12.1595	151.718	-22.1191	23	23	0	19.9142	17.3034	18.6088	0	0	0	0	0	0	
9.45833	-7.97442	-7.04633	15.5947	165.586	-22.1135	35.5027	35.5027	0	19.9211	17.5191	18.7201	0	0	0	0	0	0	
9.5	-7.37793	-6.98629	16.7828	180.001	-22.1079	45.17	45.17	0	19.9265	17.6898	18.8082	0	0	0	0	0	0	
9.54167	-6.83481	-6.94878	15.6058	194.419	-22.1023	27.17	27.17	0	19.9311	17.8324	18.8817	0	0	0	0	0	0	
9.58333	-6.39385	-6.88345	12.1807	208.292	-22.0967	20.328	20.328	0	19.935	17.9547	18.9448	0	0	0	0	0	0	
9.625	-6.03396	-6.83161	6.81342	221.291	-22.091	13.17	13.17	0	19.9383	18.0609	18.9996	0	0	0	0	0	0	
9.66667	-5.74028	-6.79579	-0.1011	233.37	-22.0854	4.33	4.33	0	19.9413	18.1539	19.0476	0	0	0	0	0	0	
9.70833	-5.45145	-6.7495	-8.16355	244.724	-22.0797	2	2	0	19.9439	18.2359	19.0899	0	0	0	0	0	0	
9.75	-5.12196	-6.72519	-17.0081	255.718	-22.0741	2	2	0	19.9462	18.3085	19.1274	0	0	0	0	0	0	
9.79167	-4.80816	-6.70631	-26.2972	266.857	-22.0684	2	2	0	19.94	18.3727	19.1564	0	0	0	0	0	0	
9.83333	-4.59209	-6.66917	-35.6826	278.844	-22.0627	2	2	0	17.7535	17.746	17.7498	0	0	0	0	0	0	
9.875	-4.43598	-6.61117	-44.7284	292.716	-22.057	2	2	0	17.5117	17.5063	17.509	0	0	0	0	0	0	
9.91667	-4.27696	-6.52117	-52.7657	310.016	-22.0513	2	2	0	17.3172	17.3125	17.3148	0	0	0	0	0	0	
9.95833	-4.09481	-6.41365	-58.6771	332.521	-22.0455	2	2	0	17.1416	17.1372	17.1394	0	0	0	0	0	0	
10	-3.97999	-6.24414	-60.9305	0	-22.0398	2	2	0	16.976	16.9719	16.9739	0	0	0	0	0	0	
10.0417	-3.89332	-6.13913	-58.6662	27.4744	-22.034	2	2	0	16.8172	16.8131	16.8152	0	0	0	0	0	0	
10.0833	-3.81544	-6.53133	-52.746	49.9668	-22.0283	2	2	0	16.6633	16.6594	16.6614	0	0	0	0	0	0	
10.125	-3.73599	-6.68091	-44.7015	67.2564	-22.0225	2	2	0	16.5137	16.5099	16.5118	0	0	0	0	0	0	
10.1667	-3.63332	-6.75285	-35.6485	81.1209	-22.0167	2	2	0	16.3677	16.364	16.3658	0	0	0	0	0	0	
10.2083	-3.57272	-6.79617	-26.2548	93.1027	-22.0109	1.99995	1.99995	0	16.225	16.2213	16.2232	0	0	0	0	0	0	
10.25	-3.542	-6.83506	-16.9561	104.238	-22.0051	1.83	1.83	0	16.0853	16.0818	16.0835	0	0	0	0	0	0	
10.2917	-3.55425	-6.86445	-8.09997	115.229	-21.9993	2	2	0	15.9485	15.945	15.9468	0	0	0	0	0	0	
10.3333	-3.78311	-6.82581	-0.023953	126.583	-21.9935	2.83292	2.83292	0	15.8175	15.8112	15.8143	0	0	0	0	0	0	
10.375	-4.31807	-6.76222	6.90591	138.665	-21.9876	13.33	13.33	0	19.9064	17.0578	18.4821	0	0	0	0	0	0	
10.4167	-4.60637	-6.67464	12.2895	151.673	-21.9818	33.67	33.67	0	19.9167	17.3793	18.648	0	0	0	0	0	0	
10.4583	-4.45145	-6.5708	15.7304	165.562	-21.9759	47.1688	47.1688	0	19.9238	17.6026	18.7632	0	0	0	0	0	0	
10.5	-4.22398	-6.49649	16.9207	180.001	-21.97	42.67	42.67	0	19.9294	17.7808	18.8551	0	0	0	0	0	0	
10.5417	-3.83268	-6.44146	15.742	194.443	-21.9641	41	41	0	19.9342	17.9305	18.9324	0	0	0	0	0	0	
10.5833	-3.52784	-6.36531	12.3118	208.338	-21.9582	38.8279	38.8279	0	19.9383	18.0594	18.9988	0	0	0	0	0	0	
10.625	-3.50201	-6.30274	6.93748	221.353	-21.9523	31.17	31.17	0	19.9418	18.1715	19.0567	0	0	0	0	0	0	
10.6667	-3.73003	-6.25733	0.0155329	233.445	-21.9464	10	10	0	19.945	18.2699	19.1075	0	0	0	0	0	0	
10.7083	-4.05007	-6.20862	-8.05349	244.811	-21.9405	1.17004	1.17004	0	19.9477	18.3567	19.1522	0	0	0	0	0	0	
10.75	-4.41805	-6.18331	-16.9028	255.813	-21.9345	1.33	1.33	0	19.9502	18.4335	19.1918	0	0	0	0	0	0	
10.7917	-4.70335	-6.16733	-26.1942	266.962	-21.9286	0.5	0.5	0	19.9449	18.5011	19.223	0	0	0	0	0	0	
10.8333	-5.00311	-6.14105	-35.5785	278.959	-21.9226	0	0	0	17.9401	17.9335	17.9368	0	0	0	0	0	0	
10.875	-5.69411	-6.10513	-44.6188	292.839	-21.9166	0	0	0	17.7274	17.7227	17.7251	0	0	0	0	0	0	
10.9167	-6.58947	-6.0524	-52.6454	310.136	-21.9107	0	0	0	17.5581	17.554	17.5561	0	0	0	0	0	0	
10.9583	-7.24526	-5.99263	-58.5432	332.606	-21.9047	0.669906	0.669906	0	17.4057	17.402	17.4038	0	0	0	0	0	0	
11	-7.43399	-5.88581	-60.7893	0	-21.8986	0.33	0.33	0	17.2621	17.2585	17.2603	0	0	0	0	0	0	
11.0417	-7.37969	-5.83086	-58.5318	27.3898	-21.8926	0	0	0	17.1238	17.1203	17.1221	0	0	0	0	0	0	
11.0833	-7.93597	-6.17896	-52.6248	49.8457	-21.8866	9.16412e-05	9.16412e-05	0	16.9893	16.9859	16.9876	0	0	0	0	0	0	
11.125	-8.78008	-6.34065	-44.5906	67.1319	-21.8805	0.33	0.33	0	16.8576	16.8543	16.8559	0	0	0	0	0	0	
11.1667	-9.07818	-6.44358	-35.5427	81.0039	-21.8745	1.83	1.83	0	16.7281	16.7248	16.7265	0	0	0	0	0	0	
11.2083	-8.68106	-6.5208	-26.1498	92.9954	-21.8684	2	2	0	16.6004	16.5971	16.5988	0	0	0	0	0	0	
11.25	-8.00793	-6.58913	-16.8484	104.14	-21.8623	2	2	0	16.4741	16.4708	16.4724	0	0	0	0	0	0	
11.2917	-7.68726	-6.64708	-7.9869	115.14	-21.8563	2	2	0	16.3488	16.3456	16.3472	0	0	0	0	0	0	
11.3333	-7.35777	-6.64596	0.0963227	126.505	-21.8502	2.83315	2.83315	0	16.2285	16.2216	16.225	0	0	0	0	0	0	
11.375	-6.58589	-6.61399	7.03434	138.601	-21.844	14.17	14.17	0	19.9155	17.3428	18.6291	0	0	0	0	0	0	
11.4167	-5.60386	-6.55223	12.4258	151.625	-21.8379	24.83	24.83	0	19.9246	17.6281	18.7763	0	0	0	0	0	0	
11.4583	-4.62251	-6.47059	15.8724	165.537	-21.8318	43.8258	43.8258	0	19.9308	17.8245	18.8776	0	0	0	0	0	0	
11.5	-3.73391	-6.40706	17.0651	180.001	-21.8256	28.83	28.83	0	19.9357	17.9795	18.9576	0	0	0	0	0	0	
11.5417	-3.01782	-6.35624	15.8845	194.468	-21.8195	27	27	0	19.9398	18.1086	19.0242	0	0	0	0	0	0	
11.5833	-1.71325	-6.2802	12.4491	208.385	-21.8133	34.1659	34.1659	0	19.9433	18.2186	19.081	0	0	0	0	0	0	
11.625	-0.655942	-6.20643	7.06734	221.419	-21.8071	19.33	19.33	0	19.9464	18.3136	19.13	0	0	0	0	0	0	
11.6667	-0.387263	-6.14225	0.137624	233.524	-21.8009	6.83	6.83	0	19.949	18.3962	19.1726	0	0	0	0	0	0	
11.7083	-0.265124	-6.07174	-7.93827	244.901	-21.7947	0.829908	0.829908	0	19.9513	18.4687	19.21	0	0	0	0	0	0	
11.75	-0.228004	-6.01657	-16.7926	255.914	-21.7885	0.5	0.5	0	19.9533	18.5326	19.243	0	0	0	0	0	0	
11.7917	-0.385474	-5.9678	-26.0863	267.072	-21.7823	0.67	0.67	0	19.9529	18.5892	19.271	0	0	0	0	0	0	
11.8333	-0.451202	-5.90885	-35.4695	279.08	-21.7761	0.829817	0.829817	0	18.0525	18.046	18.0493	0	0	0	0	0	0	
11.875	-0.303975	-5.83519	-44.504	292.968	-21.7698	0.17	0.17	0	17.8436	17.839	17.8413	0	0	0	0	0	0	
11.9167	-0.159386	-5.73942	-52.5195	310.262	-21.7636	0.67	0.67	0	17.676	17.6719	17.674	0	0	0	0	0	0	
11.9583	-0.0566433	-5.63171	-58.4032	332.693	-21.7573	0.00013885	0.00013885	0	17.525	17.5213	17.5232	0	0	0	0	0	0	
12	0.122026	-5.48328	-60.6417	0	-21.751	0.5	0.5	0	17.3832	17.3796	17.3814	0	0	0	0	0	0	
12.0417	0.203939	-5.37613	-58.3912	27.3019	-21.7447	0.33	0.33	0	17.2474	17.244	17.2457	0	0	0	0	0	0	
12.0833	0.0560075	-5.588	-52.498	49.7199	-21.7384	0	0	0	17.1164	17.1131	17.1147	0	0	0	0	0	0	
12.125	-0.362062	-5.64721	-44.4744	67.0022	-21.7321	0	0	0	16.9892	16.986	16.9876	0	0	0	0	0	0	
12.1667	-0.90944	-5.66148	-35.432	80.882	-21.7258	0.5	0.5	0	16.8655	16.8623	16.8639	0	0	0	0	0	0	
12.2083	-1.13576	-5.66038	-26.0399	92.8833	-21.7194	0.830278	0.830278	0	16.7447	16.7416	16.7432	0	0	0	0	0	0	
12.25	-0.869947	-5.65556	-16.7357	104.038	-21.7131	1.83	1.83	0	16.6267	16.6237	16.6252	0	0	0	0	0	0	
12.2917	-0.98701	-5.64609	-7.86869	115.048	-21.7067	1.83	1.83	0	16.5113	16.5084	16.5098	0	0	0	0	0	0	
12.3333	-1.13392	-5.59332	0.222032	126.424	-21.7004	3.00305	3.00305	0	16.3986	16.3954	16.397	0	0	0	0	0	0	
12.375	-1.19602	-5.52283	7.16854	138.533	-21.694	14	14	0	19.9196	17.471	18.6953	0	0	0	0	0	0	
12.4167	-0.732656	-5.43283	12.5681	151.576	-21.6876	28.17	28.17	0	19.9284	17.7488	18.8386	0	0	0	0	0	0	
12.4583	0.203249	-5.3273	16.0208	165.51	-21.6812	36.5025	36.5025	0	19.9346	17.9421	18.9383	0	0	0	0	0	0	
12.5	0.838039	-5.23838	17.2159	180.001	-21.6748	45.5	45.5	0	19.9395	18.0962	19.0178	0	0	0	0	0	0	
12.5417	1.1276	-5.16318	16.0335	194.495	-21.6684	33.83	33.83	0	19.9436	18.2256	19.0846	0	0	0	0	0	0	
12.5833	1.20696	-5.07801	12.5924	208.435	-21.6619	30.1664	30.1664	0	19.9471	18.3368	19.142	0	0	0	0	0	0	
12.625	1.196	-5.00356	7.20298	221.487	-21.6555	17.17	17.17	0	19.9502	18.4335	19.1918	0	0	0	0	0	0	
12.6667	1.00603	-4.9406	0.265136	233.607	-21.649	7.83	7.83	0	19.9529	18.5183	19.2356	0	0	0	0	0	0	
12.7083	0.568976	-4.87725	-7.81792	244.995	-21.6425	1.99995	1.99995	0	19.9553	18.5929	19.2741	0	0	0	0	0	0	
12.75	0.382008	-4.82803	-16.6775	256.018	-21.6361	1.83	1.83	0	19.9574	18.6591	19.3082	0	0	0	0	0	0	
12.7917	0.797931	-4.77915	-25.9736	267.187	-21.6296	1	1	0	19.954	18.7176	19.3358	0	0	0	0	0	0	
12.8333	1.3495	-4.71698	-35.3555	279.205	-21.6231	2.00009	2.00009	0	18.2382	18.2326	18.2354	0	0	0	0	0	0	
12.875	1.93007	-4.63944	-44.3839	293.101	-21.6165	2.33	2.33	0	18.0574	18.0534	18.0554	0	0	0	0	0	0	
12.9167	2.52156	-4.54049	-52.3879	310.391	-21.61	1.83	1.83	0	17.9139	17.9105	17.9122	0	0	0	0	0	0	
12.9583	2.73272	-4.43107	-58.2569	332.784	-21.6035	2	2	0	17.7853	17.7821	17.7837	0	0	0	0	0	0	
13	2.78001	-4.29018	-60.4876	0	-21.5969	2	2	0	17.6644	17.6614	17.6629	0	0	0	0	0	0	
13.0417	3.11095	-4.18023	-58.2444	27.211	-21.5904	2	2	0	17.5484	17.5455	17.547	0	0	0	0	0	0	
13.0833	3.46703	-4.3213	-52.3654	49.5893	-21.5838	2.00005	2.00005	0	17.4361	17.4332	17.4347	0	0	0	0	0	0	
13.125	3.51198	-4.33638	-44.3531	66.8674	-21.5772	2.17	2.17	0	17.3267	17.3239	17.3253	0	0	0	0	0	0	
13.1667	3.71458	-4.30927	-35.3164	80.7551	-21.5706	2	2	0	17.2199	17.2172	17.2186	0	0	0	0	0	0	
13.2083	3.93184	-4.26616	-25.9252	92.7667	-21.564	2.00005	2.00005	0	17.1155	17.1129	17.1142	0	0	0	0	0	0	
13.25	3.97	-4.22197	-16.6181	103.931	-21.5574	2.17	2.17	0	17.0134	17.0108	17.0121	0	0	0	0	0	0	
13.2917	4.13972	-4.17167	-7.74537	114.951	-21.5508	2.67	2.67	0	16.9134	16.9108	16.9121	0	0	0	0	0	0	
13.3333	4.35367	-4.08373	0.353138	126.339	-21.5442	3.50222	3.50222	0	16.83	16.814	16.822	0	0	0	0	0	0	
13.375	4.50201	-3.97985	7.30847	138.463	-21.5375	11.5	11.5	0	19.929	17.7661	18.8475	0	0	0	0	0	0	
13.4167	4.79852	-3.86176	12.7165	151.524	-21.5308	32	32	0	19.9368	18.013	18.9749	0	0	0	0	0	0	
13.4583	5.12703	-3.7363	16.1756	165.483	-21.5242	55.3288	55.3288	0	19.9423	18.1853	19.0638	0	0	0	0	0	0	
13.5	5.56206	-3.62579	17.3732	180.001	-21.5175	50.83	50.83	0	19.9467	18.3231	19.1349	0	0	0	0	0	0	
13.5417	6.05489	-3.52458	16.1888	194.522	-21.5108	56.5	56.5	0	19.9504	18.4392	19.1948	0	0	0	0	0	0	
13.5833	6.2112	-3.41474	12.7418	208.487	-21.5041	55.6671	55.6671	0	19.9535	18.5394	19.2465	0	0	0	0	0	0	
13.625	6.196	-3.31351	7.34435	221.558	-21.4974	45.33	45.33	0	19.9563	18.627	19.2917	0	0	0	0	0	0	
13.6667	6.32729	-3.2188	0.398032	233.693	-21.4907	11.17	11.17	0	19.9588	18.7042	19.3315	0	0	0	0	0	0	
13.7083	6.40424	-3.11949	-7.69249	245.093	-21.4839	2.82977	2.82977	0	19.961	18.7726	19.3668	0	0	0	0	0	0	
13.75	6.43001	-3.02972	-16.5575	256.127	-21.4772	2	2	0	19.9629	18.8336	19.3983	0	0	0	0	0	0	
13.7917	6.34089	-2.94442	-25.8561	267.306	-21.4704	1.83	1.83	0	19.9618	18.8882	19.425	0	0	0	0	0	0	
13.8333	6.22392	-2.85407	-35.2366	279.335	-21.4637	1.82996	1.82996	0	18.4769	18.4722	18.4745	0	0	0	0	0	0	
13.875	6.32803	-2.75538	-44.2587	293.24	-21.4569	1.67	1.67	0	18.3256	18.3223	18.324	0	0	0	0	0	0	
13.9167	6.45031	-2.64348	-52.2506	310.526	-21.4501	1.33	1.33	0	18.2074	18.2045	18.206	0	0	0	0	0	0	
13.9583	6.57943	-2.52389	-58.1045	332.878	-21.4433	1.00009	1.00009	0	18.1024	18.0999	18.1011	0	0	0	0	0	0	
14	6.58198	-2.3795	-60.3272	0	-21.4365	1.33	1.33	0	18.0048	18.0023	18.0036	0	0	0	0	0	0	
14.0417	6.43908	-2.2638	-58.0915	27.1171	-21.4296	2	2	0	17.9119	17.9095	17.9107	0	0	0	0	0	0	
14.0833	6.2936	-2.35311	-52.2272	49.4542	-21.4228	2	2	0	17.8225	17.8202	17.8214	0	0	0	0	0	0	
14.125	6.09797	-2.34362	-44.2266	66.7277	-21.416	2	2	0	17.736	17.7338	17.7349	0	0	0	0	0	0	
14.1667	5.84634	-2.30416	-35.1959	80.6234	-21.4091	2	2	0	17.6519	17.6498	17.6508	0	0	0	0	0	0	
14.2083	5.83216	-2.25384	-25.8057	92.6455	-21.4022	2	2	0	17.57	17.5679	17.569	0	0	0	0	0	0	
14.25	5.93001	-2.20216	-16.4956	103.82	-21.3953	2	2	0	17.49	17.488	17.489	0	0	0	0	0	0	
14.2917	5.96212	-2.14673	-7.61698	114.851	-21.3885	2	2	0	17.4119	17.4099	17.4109	0	0	0	0	0	0	
14.3333	5.9124	-2.06339	0.489601	126.25	-21.3816	2.50167	2.50167	0	17.3403	17.3338	17.3371	0	0	0	0	0	0	
14.375	5.78598	-1.96958	7.45411	138.389	-21.3746	8.5	8.5	0	19.9407	18.1355	19.0381	0	0	0	0	0	0	
14.4167	5.71788	-1.86745	12.871	151.47	-21.3677	23.33	23.33	0	19.9474	18.345	19.1462	0	0	0	0	0	0	
14.4583	5.72728	-1.76208	16.3366	165.454	-21.3608	49.1763	49.1763	0	19.952	18.4914	19.2217	0	0	0	0	0	0	
14.5	5.78201	-1.67184	17.5369	180.001	-21.3538	71.83	71.83	0	19.9557	18.6086	19.2822	0	0	0	0	0	0	
14.5417	5.81	-1.59291	16.3503	194.551	-21.3469	81.33	81.33	0	19.9589	18.7071	19.333	0	0	0	0	0	0	
14.5833	5.71209	-1.5092	12.8973	208.542	-21.3399	59.4949	59.4949	0	19.9616	18.7918	19.3767	0	0	0	0	0	0	
14.625	5.41796	-1.4347	7.4914	221.632	-21.3329	41	41	0	19.9639	18.8655	19.4147	0	0	0	0	0	0	
14.6667	5.13665	-1.36886	0.536272	233.783	-21.3259	20	20	0	19.966	18.9301	19.4481	0	0	0	0	0	0	
14.7083	4.85993	-1.30228	-7.56199	245.195	-21.3189	0.999814	0.999814	0	19.9678	18.9871	19.4774	0	0	0	0	0	0	
14.75	4.55197	-1.24611	-16.4326	256.239	-21.3119	0.33	0.33	0	19.9694	19.0375	19.5034	0	0	0	0	0	0	
14.7917	4.24603	-1.19533	-25.7337	267.43	-21.3049	0	0	0	19.9653	19.0819	19.5236	0	0	0	0	0	0	
14.8333	3.63619	-1.14461	-35.1128	279.47	-21.2979	0	0	0	18.7416	18.7376	18.7396	0	0	0	0	0	0	
14.875	2.23579	-1.09976	-44.1283	293.383	-21.2908	0	0	0	18.6152	18.6124	18.6138	0	0	0	0	0	0	
14.9167	0.824752	-1.05712	-52.1078	310.665	-21.2838	1	1	0	18.5152	18.5128	18.514	0	0	0	0	0	0	
14.9583	0.452155	-1.01251	-57.946	332.974	-21.2767	2.00005	2.00005	0	18.4256	18.4233	18.4245	0	0	0	0	0	0	
15	0.700036	-0.94601	-60.1603	0	-21.2696	2.17	2.17	0	18.341	18.3389	18.34	0	0	0	0	0	0	
15.0417	0.795754	-0.900482	-57.9325	27.0204	-21.2625	2	2	0	18.2595	18.2575	18.2585	0	0	0	0	0	0	
15.0833	1.76491	-1.00967	-52.0834	49.3146	-21.2554	2	2	0	18.18	18.178	18.179	0	0	0	0	0	0	
15.125	3.54021	-1.02339	-44.0949	66.5831	-21.2483	2	2	0	18.1017	18.0997	18.1007	0	0	0	0	0	0	
15.1667	4.26425	-1.00501	-35.0705	80.4869	-21.2412	1.83	1.83	0	18.0243	18.0223	18.0233	0	0	0	0	0	0	
15.2083	4.23392	-0.97807	-25.6813	92.5198	-21.2341	2	2	0	17.9472	17.9452	17.9462	0	0	0	0	0	0	
15.25	4.35003	-0.949889	-16.3683	103.705	-21.2269	2	2	0	17.8703	17.8684	17.8693	0	0	0	0	0	0	
15.2917	4.55304	-0.917289	-7.48355	114.747	-21.2198	1.67	1.67	0	17.7935	17.7915	17.7925	0	0	0	0	0	0	
15.3333	4.57968	-0.861722	0.631379	126.159	-21.2126	8.3319	8.3319	0	17.7183	17.7147	17.7165	0	0	0	0	0	0	
15.375	4.50635	-0.797343	7.60539	138.313	-21.2054	15.17	15.17	0	19.9489	18.3926	19.1707	0	0	0	0	0	0	
15.4167	4.62871	-0.724712	13.0314	151.414	-21.1983	124.5	72.5	52	19.9543	18.5632	19.2587	0	0	0	0	0	0	
15.4583	5.23381	-0.644531	16.5039	165.424	-21.1911	194.148	176.653	17.4955	19.958	18.6806	19.3193	0	0	0	0	0	0	
15.5	5.96104	-0.570848	17.7068	180.001	-21.1839	118.5	117.17	1.33	19.961	18.7735	19.3673	0	0	0	0	0	0	
15.5417	6.15097	-0.504859	16.5181	194.581	-21.1766	64.67	64.67	0	19.9635	18.851	19.4072	0	0	0	0	0	0	
15.5833	6.10608	-0.434609	13.0587	208.598	-21.1694	72.6647	72.6647	0	19.9656	18.9174	19.4415	0	0	0	0	0	0	
15.625	6.18911	-0.368584	7.64409	221.71	-21.1622	53.67	53.67	0	19.9674	18.9749	19.4712	0	0	0	0	0	0	
15.6667	6.20166	-0.307031	0.679813	233.876	-21.1549	18.33	18.33	0	19.969	19.0254	19.4972	0	0	0	0	0	0	
15.7083	6.07633	-0.243631	-7.42647	245.3	-21.1476	2.16977	2.16977	0	19.9704	19.07	19.5202	0	0	0	0	0	0	
15.75	5.86359	-0.187766	-16.3029	256.356	-21.1404	1.33	1.33	0	19.9717	19.1098	19.5407	0	0	0	0	0	0	
15.7917	5.6253	-0.135651	-25.6066	267.558	-21.1331	1.67	1.67	0	19.9629	19.1447	19.5538	0	0	0	0	0	0	
15.8333	5.33993	-0.0808748	-34.9842	279.609	-21.1258	1.16972	1.16972	0	18.8217	18.8178	18.8197	0	0	0	0	0	0	
15.875	5.03085	-0.021708	-43.9928	293.531	-21.1185	0.17	0.17	0	18.6971	18.6944	18.6958	0	0	0	0	0	0	
15.9167	4.67461	0.0444885	-51.9593	310.808	-21.1112	1.67	1.67	0	18.5977	18.5953	18.5965	0	0	0	0	0	0	
15.9583	4.63671	0.115049	-57.7814	333.073	-21.1038	1.99995	1.99995	0	18.5081	18.5059	18.507	0	0	0	0	0	0	
16	4.74637	0.201968	-59.9872	0	-21.0965	1.83	1.83	0	18.4238	18.4216	18.4227	0	0	0	0	0	0	
16.0417	4.95839	0.27308	-57.7674	26.9209	-21.0892	0.33	0.33	0	18.3427	18.3406	18.3416	0	0	0	0	0	0	
16.0833	4.77594	0.210824	-51.9341	49.1707	-21.0818	0.330464	0.330464	0	18.2639	18.2619	18.2629	0	0	0	0	0	0	
16.125	4.25172	0.205772	-43.9581	66.4338	-21.0744	2	2	0	18.1868	18.1848	18.1858	0	0	0	0	0	0	
