Time [d]	Ambient temperature in [C]	Gliding (2-day) average of outside temperature  in [C]	Sun elevation angle in [deg]	Sun azimuth angle in [deg]	Declination angle in [deg]	Global Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Diffuse Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Direct Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Room air temperature in [C]	Room radiant temperature in [C]	Operative temperature in [C]	Occupancy schedule based on presence of occupants in [---]. (1 room populated, 0 - empty)	Relative humidity in [%]	Ambient relative humidity in [%]	Absolute humidity in [kg(vapor)/m3(gas)]	Ambient absolute humidity in [kg(vapor)/m3(gas)]	Room air water content [kg(vapor)/kg(dry air)]	
97.625	1.47803	4.05075	32.0539	235.97	6.61988	282.5	243.83	38.67	19.9708	18.9029	19.4368	0	0	0	0	0	0	
97.6667	1.69911	4.00359	23.6884	249.948	6.63602	162.34	152.67	9.67	19.972	18.9506	19.4613	0	0	0	0	0	0	
97.7083	1.96007	3.95923	14.5703	262.44	6.65215	198.967	110.315	88.652	19.9732	18.9927	19.4829	0	0	0	0	0	0	
97.75	1.94997	3.91606	5.18561	274.2	6.66827	81.67	57.67	24	19.9742	19.0302	19.5022	0	0	0	0	0	0	
97.7917	1.32266	3.87137	-4.05947	285.896	6.6844	3.67	3.67	0	19.9679	19.0634	19.5157	0	0	0	0	0	0	
97.8333	0.571061	3.82645	-12.7653	298.129	6.70052	0	0	0	18.7015	18.6971	18.6993	0	0	0	0	0	0	
97.875	-0.0960723	3.78351	-20.4791	311.444	6.71663	0	0	0	18.5578	18.5546	18.5562	0	0	0	0	0	0	
97.9167	-0.533966	3.74383	-26.6617	326.248	6.73275	0	0	0	18.4418	18.439	18.4404	0	0	0	0	0	0	
97.9583	-1.0171	3.70481	-30.7153	342.607	6.74886	0	0	0	18.3367	18.3341	18.3354	0	0	0	0	0	0	
98	-1.70008	3.66375	-32.1257	0	6.76496	0	0	0	18.2375	18.235	18.2363	0	0	0	0	0	0	
98.0417	-2.69525	3.6173	-30.6837	17.3885	6.78107	0	0	0	18.1419	18.1395	18.1407	0	0	0	0	0	0	
98.0833	-3.1888	3.56838	-26.6013	33.7291	6.79717	0.499908	0.499908	0	18.0487	18.0463	18.0475	0	0	0	0	0	0	
98.125	-2.65789	3.52555	-20.394	48.5098	6.81326	0.17	0.17	0	17.9572	17.9548	17.956	0	0	0	0	0	0	
98.1667	-2.42941	3.48657	-12.6583	61.8002	6.82936	0.83	0.83	0	17.8667	17.8644	17.8656	0	0	0	0	0	0	
98.2083	-2.60064	3.44887	-3.93159	74.009	6.84544	0.506851	0.506851	0	17.777	17.7747	17.7759	0	0	0	0	0	0	
98.25	-2.85204	3.41159	5.33561	85.6803	6.86153	25.17	25.17	0	17.6877	17.6854	17.6865	0	0	0	0	0	0	
98.2917	-2.70117	3.37664	14.7459	97.4166	6.87761	127.83	46.83	81	17.5985	17.5962	17.5973	0	0	0	0	0	0	
98.3333	-1.96131	3.34664	23.8957	109.887	6.89369	289.715	113.215	176.5	17.5213	17.5078	17.5145	0	0	0	0	0	0	
98.375	-0.998893	3.31987	32.3007	123.853	6.90976	450	274.33	175.67	19.9532	18.2451	19.0992	0	0	0	0	0	0	
98.4167	-0.102066	3.29458	39.3171	140.092	6.92584	581	405	176	19.9581	18.4279	19.193	0	0	0	0	0	0	
98.4583	0.765942	3.27166	44.1126	159.034	6.9419	464.477	327.168	137.309	19.9614	18.5524	19.2569	0	0	0	0	0	0	
98.5	1.61021	3.25068	45.8487	180.001	6.95797	384.34	321.67	62.67	19.964	18.65	19.307	0	0	0	0	0	0	
98.5417	2.15033	3.22685	44.1439	200.979	6.97403	298.34	266.67	31.67	19.9662	18.7308	19.3485	0	0	0	0	0	0	
98.5833	2.37821	3.1992	39.3758	219.944	6.99009	282.806	258.978	23.8278	19.968	18.7997	19.3839	0	0	0	0	0	0	
98.625	2.55507	3.16917	32.3827	236.21	7.00614	196.66	180.83	15.83	19.9696	18.8596	19.4146	0	0	0	0	0	0	
98.6667	2.73698	3.14009	23.9989	250.199	7.02219	138	134.17	3.83	19.971	18.9124	19.4417	0	0	0	0	0	0	
98.7083	2.68844	3.11067	14.871	262.69	7.03824	80.1558	78.4863	1.66954	19.9723	18.9594	19.4659	0	0	0	0	0	0	
98.75	2.4049	3.07993	5.4852	274.445	7.05428	29.17	29.17	0	19.9734	19.0018	19.4876	0	0	0	0	0	0	
98.7917	2.17817	3.0513	-3.75303	286.131	7.07032	4	4	0	19.9638	19.0395	19.5016	0	0	0	0	0	0	
98.8333	2.0812	3.02795	-12.4449	298.349	7.08635	0.83	0.83	0	18.6732	18.6688	18.671	0	0	0	0	0	0	
98.875	1.96996	3.01082	-20.1393	311.639	7.10238	0.83	0.83	0	18.5313	18.5282	18.5297	0	0	0	0	0	0	
98.9167	1.72483	2.9979	-26.3005	326.399	7.11841	1	1	0	18.418	18.4152	18.4166	0	0	0	0	0	0	
98.9583	1.25927	2.98564	-30.3366	342.692	7.13444	0.999908	0.999908	0	18.3161	18.3135	18.3148	0	0	0	0	0	0	
99	0.789911	2.97355	-31.7402	0	7.15046	0.67	0.67	0	18.2201	18.2177	18.2189	0	0	0	0	0	0	
99.0417	0.516348	2.96316	-30.3052	17.3042	7.16647	0	0	0	18.1279	18.1255	18.1267	0	0	0	0	0	0	
99.0833	-0.0268391	2.95036	-26.2405	33.5783	7.18249	0.169953	0.169953	0	18.038	18.0358	18.0369	0	0	0	0	0	0	
99.125	-0.890243	2.93083	-20.0546	48.3156	7.1985	0	0	0	17.95	17.9478	17.9489	0	0	0	0	0	0	
99.1667	-1.62459	2.90635	-12.3384	61.5805	7.2145	0	0	0	17.8632	17.861	17.8621	0	0	0	0	0	0	
99.2083	-2.08521	2.88049	-3.62581	73.7745	7.2305	0.836617	0.836248	0.000369342	17.7775	17.7753	17.7764	0	0	0	0	0	0	
99.25	-2.35006	2.85485	5.63435	85.4364	7.2465	24.66	23.33	1.33	17.6924	17.6902	17.6913	0	0	0	0	0	0	
99.2917	-1.9657	2.83302	15.0456	97.1667	7.2625	132	71.83	60.17	17.6078	17.6056	17.6067	0	0	0	0	0	0	
99.3333	-0.86004	2.81819	24.2048	109.637	7.27849	294.886	94.6729	200.213	17.5326	17.522	17.5273	0	0	0	0	0	0	
99.375	0.820586	2.81195	32.6279	123.613	7.29448	458.84	105.17	353.67	19.9536	18.2591	19.1064	0	0	0	0	0	0	
99.4167	3.08259	2.81825	39.6685	139.89	7.31046	594.67	150.67	444	19.9585	18.4441	19.2013	0	0	0	0	0	0	
99.4583	4.95421	2.83481	44.4871	158.912	7.32644	665.167	157.83	507.337	19.9619	18.5709	19.2664	0	0	0	0	0	0	
99.5	6.44546	2.85832	46.2331	180.001	7.34242	687.5	156.5	531	19.9646	18.6705	19.3176	0	0	0	0	0	0	
99.5417	7.5858	2.88456	44.5182	201.101	7.35839	651	193.33	457.67	19.9668	18.7532	19.36	0	0	0	0	0	0	
99.5833	7.97365	2.90907	39.7268	220.147	7.37436	508.643	281.316	227.327	19.9687	18.8238	19.3963	0	0	0	0	0	0	
99.625	8.09004	2.93116	32.7093	236.45	7.39032	445.5	230	215.5	19.9703	18.8853	19.4278	0	0	0	0	0	0	
99.6667	8.43822	2.95541	24.3074	250.45	7.40628	223.5	182.83	40.67	19.9717	18.9397	19.4557	0	0	0	0	0	0	
99.7083	8.53023	2.98055	15.1699	262.94	7.42224	127.476	115.149	12.3266	19.973	18.9884	19.4807	0	0	0	0	0	0	
99.75	8.29997	3.00509	5.78307	274.688	7.43819	38.67	38.67	0	19.9742	19.0327	19.5035	0	0	0	0	0	0	
99.7917	7.88935	3.02978	-3.44819	286.364	7.45414	3.67	3.67	0	19.9529	19.0718	19.5124	0	0	0	0	0	0	
99.8333	6.9534	3.05171	-12.126	298.568	7.47009	1.17004	1.17004	0	18.7234	18.7193	18.7214	0	0	0	0	0	0	
99.875	5.77968	3.06974	-19.8012	311.832	7.48603	1.33	1.33	0	18.5925	18.5896	18.5911	0	0	0	0	0	0	
99.9167	4.86389	3.08557	-25.9411	326.549	7.50197	1.5	1.5	0	18.4904	18.488	18.4892	0	0	0	0	0	0	
99.9583	4.33053	3.10136	-29.96	342.775	7.5179	1.83005	1.83005	0	18.4005	18.3983	18.3994	0	0	0	0	0	0	
100	3.98491	3.11831	-31.3569	0	7.53383	2	2	0	18.3175	18.3154	18.3165	0	0	0	0	0	0	
100.042	3.53633	3.13516	-29.9287	17.2209	7.54976	1.67	1.67	0	18.2391	18.2371	18.2381	0	0	0	0	0	0	
100.083	3.04658	3.15054	-25.8814	33.4292	7.56568	1.17	1.17	0	18.1639	18.162	18.163	0	0	0	0	0	0	
100.125	2.6549	3.16446	-19.7169	48.1233	7.5816	1.17	1.17	0	18.0912	18.0894	18.0903	0	0	0	0	0	0	
100.167	2.45909	3.1789	-12.0201	61.3625	7.59751	1.83	1.83	0	18.0202	18.0184	18.0193	0	0	0	0	0	0	
100.208	2.53671	3.19673	-3.32167	73.5414	7.61342	2.17278	2.17278	0	17.9505	17.9487	17.9496	0	0	0	0	0	0	
100.25	2.81009	3.21922	5.93133	85.1935	7.62933	12.17	12.17	0	17.8816	17.8799	17.8807	0	0	0	0	0	0	
100.292	3.0885	3.24387	15.3433	96.9175	7.64523	58.16	57.83	0.33	17.8133	17.8115	17.8124	0	0	0	0	0	0	
100.333	3.38432	3.26738	24.5118	109.386	7.66113	115.865	113.191	2.67379	17.7508	17.7438	17.7473	0	0	0	0	0	0	
100.375	3.76011	3.28688	32.9527	123.372	7.67703	206.66	190.33	16.33	19.958	18.4218	19.1899	0	0	0	0	0	0	
100.417	4.45006	3.30331	40.0175	139.686	7.69292	296.67	262	34.67	19.9626	18.5956	19.2791	0	0	0	0	0	0	
100.458	5.37624	3.32009	44.8594	158.789	7.7088	256.672	233.339	23.3328	19.9658	18.7155	19.3406	0	0	0	0	0	0	
100.5	6.05512	3.33564	46.6154	180.001	7.72469	297.5	264	33.5	19.9683	18.8102	19.3893	0	0	0	0	0	0	
100.542	6.67733	3.34906	44.8903	201.224	7.74057	322.83	279.33	43.5	19.9704	18.889	19.4297	0	0	0	0	0	0	
100.583	7.23492	3.36251	40.0754	220.351	7.75644	232.522	219.001	13.5208	19.9722	18.956	19.4641	0	0	0	0	0	0	
100.625	7.64514	3.37648	33.0336	236.69	7.77231	309.33	221	88.33	19.9737	19.014	19.4938	0	0	0	0	0	0	
100.667	8.23035	3.39414	24.6137	250.7	7.78818	292.5	152.67	139.83	19.9751	19.0646	19.5198	0	0	0	0	0	0	
100.708	8.12831	3.41091	15.4668	263.189	7.80404	101.319	88.8191	12.4994	19.9763	19.1093	19.5428	0	0	0	0	0	0	
100.75	7.63498	3.425	6.07913	274.93	7.8199	60	49.67	10.33	19.9773	19.1492	19.5633	0	0	0	0	0	0	
100.792	7.50211	3.44152	-3.14505	286.597	7.83576	4.33	4.33	0	19.9699	19.1845	19.5772	0	0	0	0	0	0	
100.833	6.87645	3.45842	-11.8089	298.784	7.85161	0	0	0	18.8772	18.8736	18.8754	0	0	0	0	0	0	
100.875	5.49952	3.47052	-19.4648	312.022	7.86745	0	0	0	18.7611	18.7585	18.7598	0	0	0	0	0	0	
100.917	4.17478	3.47743	-25.5837	326.696	7.8833	0	0	0	18.6695	18.6673	18.6684	0	0	0	0	0	0	
100.958	3.05459	3.47943	-29.5855	342.857	7.89914	0	0	0	18.5882	18.5862	18.5872	0	0	0	0	0	0	
101	1.82467	3.47499	-30.9757	0	7.91497	0	0	0	18.5126	18.5107	18.5116	0	0	0	0	0	0	
101.042	1.1515	3.4686	-29.5544	17.1388	7.9308	0	0	0	18.4405	18.4387	18.4396	0	0	0	0	0	0	
101.083	0.802328	3.4622	-25.5244	33.2819	7.94663	0	0	0	18.3709	18.3692	18.37	0	0	0	0	0	0	
101.125	0.514979	3.4555	-19.381	47.9329	7.96245	0	0	0	18.3031	18.3014	18.3022	0	0	0	0	0	0	
101.167	0.222392	3.44842	-11.7035	61.1464	7.97827	0	0	0	18.2364	18.2347	18.2356	0	0	0	0	0	0	
101.208	-0.199466	3.43988	-3.01926	73.3099	7.99408	1.33889	1.33889	0	18.1705	18.1688	18.1696	0	0	0	0	0	0	
101.25	-0.545092	3.42991	6.22645	84.9519	8.00989	33.33	33.33	0	18.1047	18.103	18.1039	0	0	0	0	0	0	
101.292	0.387107	3.42712	15.639	96.669	8.0257	138.5	84.67	53.83	18.0388	18.0371	18.038	0	0	0	0	0	0	
101.333	2.54985	3.43897	24.8166	109.135	8.0415	275.712	122.011	153.701	17.9754	17.971	17.9732	0	0	0	0	0	0	
101.375	4.53546	3.46103	33.2752	123.132	8.0573	426.67	160	266.67	19.9621	18.5765	19.2693	0	0	0	0	0	0	
101.417	6.29922	3.48959	40.3641	139.481	8.07309	572.84	202.67	370.17	19.9661	18.7285	19.3473	0	0	0	0	0	0	
101.458	8.05458	3.52533	45.2293	158.665	8.08888	648.361	220.159	428.202	19.9689	18.8322	19.4005	0	0	0	0	0	0	
101.5	9.49033	3.5664	46.9954	180.001	8.10467	721.33	179.33	542	19.971	18.9132	19.4421	0	0	0	0	0	0	
101.542	10.5601	3.60949	45.26	201.348	8.12045	660.17	171.5	488.67	19.9728	18.9801	19.4764	0	0	0	0	0	0	
101.583	11.3456	3.65451	40.4216	220.556	8.13623	628.126	151.826	476.3	19.9743	19.0369	19.5056	0	0	0	0	0	0	
101.625	12.0602	3.70247	33.3554	236.931	8.152	505.17	136.67	368.5	19.9757	19.0861	19.5309	0	0	0	0	0	0	
101.667	12.9755	3.75615	24.9177	250.951	8.16777	360.67	112.67	248	19.9768	19.1298	19.5533	0	0	0	0	0	0	
101.708	13.3584	3.81314	15.7616	263.437	8.18353	207.124	81.8202	125.304	19.9779	19.169	19.5734	0	0	0	0	0	0	
101.75	13.18	3.87062	6.37328	275.171	8.19929	78.34	46.67	31.67	19.9788	19.2048	19.5918	0	0	0	0	0	0	
101.792	12.4863	3.92538	-2.8437	286.827	8.21505	4.83	4.83	0	19.9729	19.2376	19.6052	0	0	0	0	0	0	
101.833	10.6483	3.97033	-11.4935	298.999	8.2308	0	0	0	18.9506	18.9472	18.9489	0	0	0	0	0	0	
101.875	8.21934	4.00267	-19.1303	312.211	8.24655	0	0	0	18.8435	18.8411	18.8423	0	0	0	0	0	0	
101.917	6.636	4.02871	-25.2284	326.842	8.26229	0	0	0	18.7605	18.7585	18.7595	0	0	0	0	0	0	
101.958	5.6322	4.05179	-29.2133	342.938	8.27803	0	0	0	18.688	18.6862	18.6871	0	0	0	0	0	0	
102	4.62976	4.07162	-30.5969	0	8.29377	0	0	0	18.6218	18.6202	18.621	0	0	0	0	0	0	
102.042	3.68417	4.08761	-29.1823	17.0578	8.3095	0	0	0	18.5599	18.5584	18.5592	0	0	0	0	0	0	
102.083	2.58825	4.09737	-25.1693	33.1364	8.32522	0	0	0	18.5012	18.4997	18.5005	0	0	0	0	0	0	
102.125	1.48472	4.10009	-19.0469	47.7444	8.34095	0	0	0	18.4448	18.4434	18.4441	0	0	0	0	0	0	
102.167	0.62874	4.09781	-11.3887	60.932	8.35666	0	0	0	18.39	18.3886	18.3893	0	0	0	0	0	0	
102.208	0.211795	4.09441	-2.71869	73.0799	8.37238	1.50764	1.50755	9.16412e-05	18.3361	18.3347	18.3354	0	0	0	0	0	0	
102.25	0.139994	4.09214	6.51962	84.7115	8.38809	29	28.67	0.33	18.2826	18.2812	18.2819	0	0	0	0	0	0	
102.292	0.62976	4.09193	15.9326	96.4214	8.40379	132.5	73	59.5	18.229	18.2276	18.2283	0	0	0	0	0	0	
102.333	2.34171	4.09968	25.1191	108.885	8.41949	304.713	107.675	197.038	18.1759	18.1735	18.1747	0	0	0	0	0	0	
102.375	5.16589	4.12258	33.5952	122.891	8.43519	460.66	125.83	334.83	19.966	18.7229	19.3444	0	0	0	0	0	0	
102.417	8.58145	4.16445	40.7081	139.276	8.45088	583.83	137.33	446.5	19.9697	18.8627	19.4162	0	0	0	0	0	0	
102.458	11.7478	4.22381	45.5967	158.54	8.46657	674.34	138.833	535.507	19.9722	18.9582	19.4652	0	0	0	0	0	0	
102.5	13.8104	4.29267	47.373	180.001	8.48225	712.34	151.17	561.17	19.9742	19.0327	19.5035	0	0	0	0	0	0	
102.542	14.724	4.36184	45.6272	201.473	8.49793	673.17	158.5	514.67	19.9759	19.0939	19.5349	0	0	0	0	0	0	
102.583	15.3495	4.43122	40.7652	220.761	8.5136	612.628	163.826	448.802	19.9772	19.1457	19.5614	0	0	0	0	0	0	
102.625	15.5649	4.4988	33.6748	237.172	8.52927	499.5	150.17	349.33	19.9784	19.1903	19.5844	0	0	0	0	0	0	
102.667	15.4973	4.56276	25.2194	251.201	8.54494	360.34	120.67	239.67	19.9795	19.2298	19.6046	0	0	0	0	0	0	
102.708	15.3808	4.62521	16.0542	263.684	8.5606	207.133	89.9882	117.145	19.9804	19.2654	19.6229	0	0	0	0	0	0	
102.75	14.7948	4.68465	6.66544	275.411	8.57626	73.67	47.67	26	19.9813	19.298	19.6397	0	0	0	0	0	0	
102.792	13.7042	4.7386	-2.54424	287.056	8.59191	6.67	6.67	0	19.9584	19.3272	19.6428	0	0	0	0	0	0	
102.833	12.2688	4.78807	-11.1799	299.213	8.60756	0	0	0	19.0772	19.0743	19.0757	0	0	0	0	0	0	
102.875	11.1348	4.83823	-18.7977	312.398	8.6232	0	0	0	18.9856	18.9836	18.9846	0	0	0	0	0	0	
102.917	10.0317	4.88737	-24.8751	326.986	8.63884	0	0	0	18.9159	18.9143	18.9151	0	0	0	0	0	0	
102.958	8.61094	4.93065	-28.8434	343.018	8.65448	0	0	0	18.8561	18.8547	18.8554	0	0	0	0	0	0	
103	7.45474	4.97005	-30.2206	0	8.67011	0	0	0	18.8022	18.8009	18.8016	0	0	0	0	0	0	
103.042	6.40689	5.00554	-28.8127	16.9778	8.68573	0	0	0	18.7524	18.7512	18.7518	0	0	0	0	0	0	
103.083	5.13639	5.03458	-24.8165	32.9927	8.70135	0	0	0	18.7055	18.7044	18.7049	0	0	0	0	0	0	
103.125	3.82466	5.05626	-18.7149	47.558	8.71697	0	0	0	18.6608	18.6597	18.6602	0	0	0	0	0	0	
103.167	2.94087	5.0737	-11.0759	60.7196	8.73258	0	0	0	18.6175	18.6164	18.617	0	0	0	0	0	0	
103.208	2.40748	5.08928	-2.42005	72.8515	8.74819	1.83815	1.83764	0.000508192	18.5751	18.574	18.5746	0	0	0	0	0	0	
103.25	1.9849	5.10284	6.81074	84.4724	8.76379	31.16	29.33	1.83	18.533	18.532	18.5325	0	0	0	0	0	0	
103.292	2.89165	5.12152	16.2239	96.1747	8.77939	149.83	60.83	89	18.4909	18.4898	18.4904	0	0	0	0	0	0	
103.333	5.18537	5.15141	25.4191	108.636	8.79499	339.04	79.8342	259.206	18.4621	18.4482	18.4551	0	0	0	0	0	0	
103.375	8.08091	5.19403	33.9126	122.65	8.81058	483.5	94.83	388.67	19.9711	18.9169	19.444	0	0	0	0	0	0	
103.417	11.4493	5.25142	41.0495	139.07	8.82616	604.33	108.5	495.83	19.9744	19.0375	19.5059	0	0	0	0	0	0	
103.458	13.9561	5.31731	45.9615	158.415	8.84174	678.849	120.172	558.677	19.9766	19.1201	19.5483	0	0	0	0	0	0	
103.5	15.1802	5.38381	47.748	180.001	8.85732	709.67	126	583.67	19.9783	19.1845	19.5814	0	0	0	0	0	0	
103.542	16.4043	5.45315	45.9918	201.598	8.87289	697.33	117	580.33	19.9797	19.2374	19.6086	0	0	0	0	0	0	
103.583	17.602	5.52743	41.1062	220.967	8.88846	633.639	106.499	527.14	19.9809	19.2822	19.6315	0	0	0	0	0	0	
103.625	18.2251	5.60366	33.9915	237.413	8.90402	524.5	104.5	420	19.9819	19.321	19.6515	0	0	0	0	0	0	
103.667	18.2918	5.67811	25.5186	251.45	8.91958	380.5	91.5	289	19.9828	19.3555	19.6692	0	0	0	0	0	0	
103.708	17.9184	5.74922	16.3446	263.93	8.93513	230.131	71.6623	158.469	19.9837	19.3868	19.6852	0	0	0	0	0	0	
103.75	17.3048	5.81769	6.95552	275.649	8.95068	89.67	44	45.67	19.9844	19.4158	19.7001	0	0	0	0	0	0	
103.792	16.3051	5.88252	-2.24677	287.284	8.96622	8.17	8.17	0	19.9798	19.4427	19.7112	0	0	0	0	0	0	
103.833	14.923	5.94421	-10.8684	299.424	8.98176	0.669953	0.669953	0	19.2369	19.2345	19.2357	0	0	0	0	0	0	
103.875	13.6247	6.0051	-18.4672	312.583	8.9973	0.5	0.5	0	19.1638	19.1622	19.163	0	0	0	0	0	0	
103.917	12.6821	6.06649	-24.5242	327.128	9.01283	0.5	0.5	0	19.1092	19.1079	19.1086	0	0	0	0	0	0	
103.958	11.8771	6.12834	-28.476	343.097	9.02835	0.499861	0.499861	0	19.0632	19.0621	19.0626	0	0	0	0	0	0	
104	10.9247	6.18877	-29.8468	0	9.04387	0	0	0	19.0224	19.0214	19.0219	0	0	0	0	0	0	
104.042	9.52959	6.24318	-28.4455	16.899	9.05939	0.5	0.5	0	18.9852	18.9843	18.9847	0	0	0	0	0	0	
104.083	8.16705	6.29167	-24.4659	32.8507	9.0749	0.499953	0.499953	0	18.9507	18.9499	18.9503	0	0	0	0	0	0	
104.125	7.49995	6.33964	-18.3849	47.3735	9.09041	0.33	0.33	0	18.9182	18.9173	18.9178	0	0	0	0	0	0	
104.167	6.84296	6.38612	-10.765	60.509	9.10591	0.17	0.17	0	18.8869	18.8862	18.8866	0	0	0	0	0	0	
104.208	6.04293	6.42887	-2.12342	72.6248	9.12141	2.33838	2.33727	0.0011108	18.8565	18.8558	18.8561	0	0	0	0	0	0	
104.25	5.79001	6.47143	7.09974	84.2346	9.1369	32.5	28.5	4	18.8265	18.8257	18.8261	0	0	0	0	0	0	
104.292	6.64465	6.51765	16.513	95.929	9.15239	145.66	60.83	84.83	18.7964	18.7956	18.796	0	0	0	0	0	0	
104.333	8.73962	6.57118	25.7167	108.387	9.16787	330.871	84.8331	246.038	18.7925	18.7669	18.7797	0	0	0	0	0	0	
104.375	11.761	6.63594	34.2273	122.409	9.18335	480.17	96.17	384	19.9771	19.1413	19.5592	0	0	0	0	0	0	
104.417	15.1108	6.71237	41.3882	138.863	9.19883	599.17	105.67	493.5	19.9797	19.2392	19.6095	0	0	0	0	0	0	
104.458	17.8844	6.79782	46.3237	158.289	9.2143	669.335	123.508	545.827	19.9815	19.3065	19.644	0	0	0	0	0	0	
104.5	19.3501	6.88577	48.1205	180.001	9.22976	687.33	152.83	534.5	19.9829	19.3592	19.6711	0	0	0	0	0	0	
104.542	19.997	6.97118	46.3538	201.724	9.24522	670.17	153.5	516.67	19.9841	19.4025	19.6933	0	0	0	0	0	0	
104.583	20.3994	7.05391	41.4444	221.174	9.26068	605.304	144.495	460.809	19.9851	19.4393	19.7122	0	0	0	0	0	0	
104.625	20.37	7.13277	34.3056	237.654	9.27613	510.17	126.17	384	19.9859	19.4714	19.7286	0	0	0	0	0	0	
104.667	20.0882	7.2073	25.8153	251.699	9.29157	373.83	117.83	256	19.9867	19.5002	19.7434	0	0	0	0	0	0	
104.708	19.5984	7.27819	16.6327	264.176	9.30701	207.967	88.6587	119.308	19.9874	19.5268	19.7571	0	0	0	0	0	0	
104.75	18.9048	7.3463	7.24342	275.886	9.32245	89.83	48	41.83	19.9881	19.5517	19.7699	0	0	0	0	0	0	
104.792	17.7478	7.41019	-1.95137	287.509	9.33788	9.83	9.83	0	19.9839	19.5753	19.7796	0	0	0	0	0	0	
104.833	16.3561	7.47148	-10.5589	299.633	9.35331	1.16995	1.16995	0	19.4226	19.4209	19.4218	0	0	0	0	0	0	
104.875	15.0196	7.53181	-18.1389	312.766	9.36873	1	1	0	19.3721	19.3711	19.3716	0	0	0	0	0	0	
104.917	13.9824	7.59176	-24.1756	327.269	9.38415	1	1	0	19.3366	19.3357	19.3362	0	0	0	0	0	0	
104.958	13.3569	7.65357	-28.1111	343.175	9.39956	0.999861	0.999861	0	19.3079	19.3073	19.3076	0	0	0	0	0	0	
105	12.3495	7.7138	-29.4757	0	9.41496	0.5	0.5	0	19.2836	19.2831	19.2833	0	0	0	0	0	0	
105.042	10.5341	7.76569	-28.0809	16.8213	9.43037	0.67	0.67	0	19.2623	19.2618	19.262	0	0	0	0	0	0	
105.083	8.90489	7.81063	-24.1178	32.7106	9.44576	0.830047	0.830047	0	19.243	19.2425	19.2427	0	0	0	0	0	0	
105.125	7.65467	7.8503	-18.0571	47.1911	9.46116	1	1	0	19.225	19.2245	19.2247	0	0	0	0	0	0	
105.167	6.62115	7.88563	-10.4562	60.3004	9.47654	0.17	0.17	0	19.2077	19.2073	19.2075	0	0	0	0	0	0	
105.208	5.85017	7.91823	-1.82892	72.3998	9.49193	2.8393	2.83791	0.0013885	19.1907	19.1902	19.1905	0	0	0	0	0	0	
105.25	5.45998	7.94952	7.38653	83.9983	9.5073	36.33	31.33	5	19.1735	19.173	19.1732	0	0	0	0	0	0	
105.292	6.61015	7.98621	16.7996	95.6844	9.52268	153.67	56.17	97.5	19.1556	19.1552	19.1554	0	0	0	0	0	0	
105.333	8.77564	8.02934	26.0116	108.138	9.53805	340.712	76.1732	264.539	19.1425	19.1367	19.1396	0	0	0	0	0	0	
105.375	10.9743	8.07459	34.5393	122.167	9.55341	491.17	87.67	403.5	19.984	19.4009	19.6925	0	0	0	0	0	0	
105.417	14.0364	8.12678	41.724	138.656	9.56877	598.17	108.67	489.5	19.9859	19.4696	19.7277	0	0	0	0	0	0	
105.458	15.8905	8.17852	46.6831	158.162	9.58412	681.845	113.179	568.666	19.9871	19.5162	19.7517	0	0	0	0	0	0	
105.5	16.8301	8.22788	48.4902	180.001	9.59947	696.83	144	552.83	19.9881	19.5519	19.77	0	0	0	0	0	0	
105.542	17.7046	8.27711	46.7129	201.851	9.61481	641.5	166	475.5	19.9888	19.5806	19.7847	0	0	0	0	0	0	
105.583	17.9827	8.32315	41.7797	221.382	9.63015	611.647	133.662	477.985	19.9895	19.6045	19.797	0	0	0	0	0	0	
105.625	17.934	8.36594	34.6168	237.896	9.64549	529.34	104.17	425.17	19.99	19.6249	19.8075	0	0	0	0	0	0	
105.667	18.007	8.40822	26.1093	251.947	9.66081	395.84	88.67	307.17	19.9905	19.6432	19.8168	0	0	0	0	0	0	
105.708	17.9375	8.45109	16.9183	264.42	9.67614	245.619	70.8227	174.796	19.9909	19.6599	19.8254	0	0	0	0	0	0	
105.75	17.4559	8.4935	7.52906	276.122	9.69146	97	44.5	52.5	19.9914	19.6757	19.8335	0	0	0	0	0	0	
105.792	16.412	8.53349	-1.65814	287.733	9.70677	9.17	9.17	0	19.9914	19.6908	19.8411	0	0	0	0	0	0	
105.833	15.1052	8.5721	-10.2516	299.84	9.72208	0.499953	0.499953	0	19.5769	19.5756	19.5763	0	0	0	0	0	0	
105.875	13.7278	8.6096	-17.8128	312.947	9.73738	0.33	0.33	0	19.5371	19.5363	19.5367	0	0	0	0	0	0	
105.917	12.509	8.64528	-23.8295	327.408	9.75268	0.33	0.33	0	19.5079	19.5072	19.5076	0	0	0	0	0	0	
105.958	11.3055	8.67763	-27.749	343.252	9.76797	0.82977	0.82977	0	19.4835	19.483	19.4833	0	0	0	0	0	0	
106	10.576	8.71103	-29.1074	0	9.78326	0	0	0	19.4621	19.4616	19.4619	0	0	0	0	0	0	
106.042	9.85992	8.74693	-27.7189	16.7447	9.79855	0	0	0	19.4426	19.4421	19.4424	0	0	0	0	0	0	
106.083	8.49661	8.77948	-23.7721	32.5723	9.81383	0.170044	0.170044	0	19.4243	19.4238	19.4241	0	0	0	0	0	0	
